datum,partei,sz_avr,sz_err,ci_higher,ci_lower
2013-10-13,Linke,0.0925,0.01411,0.10661,0.07839
2013-10-13,AfD,0.05375,0.01091,0.06466,0.04284
2013-10-16,CDU/CSU,0.4275,0.0234975,0.4509975,0.4040025
2013-10-16,SPD,0.2525,0.0206625,0.2731625,0.2318375
2013-10-16,Grüne,0.08,0.01284,0.09284,0.06716
2013-10-16,FDP,0.0325,0.0083525,0.0408525,0.0241475
2013-10-16,Linke,0.0925,0.013795,0.106295,0.078705
2013-10-16,AfD,0.05375,0.010635,0.064385,0.043115
2013-10-18,CDU/CSU,0.425,0.0237825,0.4487825,0.4012175
2013-10-18,SPD,0.2525,0.020935,0.273435,0.231565
2013-10-18,Grüne,0.0825,0.0132275,0.0957275,0.0692725
2013-10-18,FDP,0.0325,0.0084575,0.0409575,0.0240425
2013-10-18,Linke,0.0925,0.0139825,0.1064825,0.0785175
2013-10-18,AfD,0.05375,0.01077,0.06452,0.04298
2013-10-20,CDU/CSU,0.425,0.0231375,0.4481375,0.4018625
2013-10-20,SPD,0.2525,0.0203725,0.2728725,0.2321275
2013-10-20,Grüne,0.0825,0.012855,0.095355,0.069645
2013-10-20,FDP,0.0325,0.008235,0.040735,0.024265
2013-10-20,Linke,0.0925,0.0135925,0.1060925,0.0789075
2013-10-20,AfD,0.05125,0.0102625,0.0615125,0.0409875
2013-10-23,CDU/CSU,0.4225,0.0231275,0.4456275,0.3993725
2013-10-23,SPD,0.255,0.02043,0.27543,0.23457
2013-10-23,Grüne,0.0825,0.012855,0.095355,0.069645
2013-10-23,FDP,0.0325,0.008235,0.040735,0.024265
2013-10-23,Linke,0.095,0.01374,0.10874,0.08126
2013-10-23,AfD,0.04875,0.01007,0.05882,0.03868
2013-10-25,CDU/CSU,0.4175,0.0243775,0.4418775,0.3931225
2013-10-25,SPD,0.2575,0.02167,0.27917,0.23583
2013-10-25,Grüne,0.085,0.0137975,0.0987975,0.0712025
2013-10-25,FDP,0.035,0.009075,0.044075,0.025925
2013-10-25,Linke,0.095,0.014495,0.109495,0.080505
2013-10-25,AfD,0.05,0.01078,0.06078,0.03922
2013-10-27,CDU/CSU,0.415,0.02362,0.43862,0.39138
2013-10-27,SPD,0.26,0.021065,0.281065,0.238935
2013-10-27,Grüne,0.0875,0.013485,0.100985,0.074015
2013-10-27,FDP,0.035,0.0088175,0.0438175,0.0261825
2013-10-27,Linke,0.0925,0.013925,0.106425,0.078575
2013-10-27,AfD,0.05,0.0104525,0.0604525,0.0395475
2013-10-30,CDU/CSU,0.4125,0.0236025,0.4361025,0.3888975
2013-10-30,SPD,0.2575,0.0210075,0.2785075,0.2364925
2013-10-30,Grüne,0.09,0.0136325,0.1036325,0.0763675
2013-10-30,FDP,0.035,0.0088175,0.0438175,0.0261825
2013-10-30,Linke,0.0925,0.013925,0.106425,0.078575
2013-10-30,AfD,0.05,0.0104525,0.0604525,0.0395475
2013-11-03,CDU/CSU,0.415,0.0239525,0.4389525,0.3910475
2013-11-03,SPD,0.255,0.0212525,0.2762525,0.2337475
2013-11-03,Grüne,0.0875,0.0137075,0.1012075,0.0737925
2013-11-03,FDP,0.035,0.008935,0.043935,0.026065
2013-11-03,Linke,0.0925,0.0141175,0.1066175,0.0783825
2013-11-03,AfD,0.05,0.0106,0.0606,0.0394
2013-11-06,CDU/CSU,0.415,0.023955,0.438955,0.391045
2013-11-06,SPD,0.2575,0.02131,0.27881,0.23619
2013-11-06,Grüne,0.0875,0.0137075,0.1012075,0.0737925
2013-11-06,FDP,0.0325,0.0086875,0.0411875,0.0238125
2013-11-06,Linke,0.0925,0.0141175,0.1066175,0.0783825
2013-11-06,AfD,0.05,0.0106,0.0606,0.0394
2013-11-07,CDU/CSU,0.42,0.02267,0.44267,0.39733
2013-11-07,SPD,0.255,0.0200375,0.2750375,0.2349625
2013-11-07,Grüne,0.09,0.013105,0.103105,0.076895
2013-11-07,FDP,0.03,0.0078375,0.0378375,0.0221625
2013-11-07,Linke,0.0925,0.0133425,0.1058425,0.0791575
2013-11-07,AfD,0.0475,0.0097325,0.0572325,0.0377675
2013-11-08,CDU/CSU,0.42,0.022375,0.442375,0.397625
2013-11-08,SPD,0.255,0.0197775,0.2747775,0.2352225
2013-11-08,Grüne,0.0925,0.0131475,0.1056475,0.0793525
2013-11-08,FDP,0.03,0.0077375,0.0377375,0.0222625
2013-11-08,Linke,0.09,0.012975,0.102975,0.077025
2013-11-08,AfD,0.0475,0.0096025,0.0571025,0.0378975
2013-11-10,CDU/CSU,0.4175,0.0228075,0.4403075,0.3946925
2013-11-10,SPD,0.2575,0.02023,0.27773,0.23727
2013-11-10,Grüne,0.095,0.01355,0.10855,0.08145
2013-11-10,FDP,0.03,0.0078925,0.0378925,0.0221075
2013-11-10,Linke,0.09,0.0132375,0.1032375,0.0767625
2013-11-10,AfD,0.0475,0.0098,0.0573,0.0377
2013-11-13,CDU/CSU,0.415,0.02279,0.43779,0.39221
2013-11-13,SPD,0.255,0.0201725,0.2751725,0.2348275
2013-11-13,Grüne,0.095,0.01355,0.10855,0.08145
2013-11-13,FDP,0.0325,0.00814,0.04064,0.02436
2013-11-13,Linke,0.0925,0.0133725,0.1058725,0.0791275
2013-11-13,AfD,0.0475,0.0098,0.0573,0.0377
2013-11-17,CDU/CSU,0.415,0.0223425,0.4373425,0.3926575
2013-11-17,SPD,0.2525,0.0197225,0.2722225,0.2327775
2013-11-17,Grüne,0.095,0.0132775,0.1082775,0.0817225
2013-11-17,FDP,0.0325,0.007985,0.040485,0.024515
2013-11-17,Linke,0.0925,0.0131125,0.1056125,0.0793875
2013-11-17,AfD,0.0475,0.0096025,0.0571025,0.0378975
2013-11-20,CDU/CSU,0.415,0.0223425,0.4373425,0.3926575
2013-11-20,SPD,0.2525,0.0197225,0.2722225,0.2327775
2013-11-20,Grüne,0.0975,0.0134125,0.1109125,0.0840875
2013-11-20,FDP,0.0325,0.007985,0.040485,0.024515
2013-11-20,Linke,0.0925,0.0131125,0.1056125,0.0793875
2013-11-20,AfD,0.0475,0.0096025,0.0571025,0.0378975
2013-11-22,CDU/CSU,0.415,0.023765,0.438765,0.391235
2013-11-22,SPD,0.25,0.0209,0.2709,0.2291
2013-11-22,Grüne,0.0975,0.0142775,0.1117775,0.0832225
2013-11-22,FDP,0.0325,0.008475,0.040975,0.024025
2013-11-22,Linke,0.0925,0.013935,0.106435,0.078565
2013-11-22,AfD,0.0475,0.0101675,0.0576675,0.0373325
2013-11-24,CDU/CSU,0.4175,0.024335,0.441835,0.393165
2013-11-24,SPD,0.25,0.021385,0.271385,0.228615
2013-11-24,Grüne,0.0975,0.0146125,0.1121125,0.0828875
2013-11-24,FDP,0.0325,0.008665,0.041165,0.023835
2013-11-24,Linke,0.0925,0.014255,0.106755,0.078245
2013-11-24,AfD,0.0475,0.0104125,0.0579125,0.0370875
2013-11-27,CDU/CSU,0.42,0.0243525,0.4443525,0.3956475
2013-11-27,SPD,0.2475,0.021325,0.268825,0.226175
2013-11-27,Grüne,0.095,0.0144775,0.1094775,0.0805225
2013-11-27,FDP,0.03,0.0084175,0.0384175,0.0215825
2013-11-27,Linke,0.0925,0.014255,0.106755,0.078245
2013-11-27,AfD,0.0475,0.0104125,0.0579125,0.0370875
2013-11-29,CDU/CSU,0.42,0.0244025,0.4444025,0.3955975
2013-11-29,SPD,0.2475,0.021365,0.268865,0.226135
2013-11-29,Grüne,0.0925,0.0143,0.1068,0.0782
2013-11-29,FDP,0.03,0.0084325,0.0384325,0.0215675
2013-11-29,Linke,0.095,0.0144725,0.1094725,0.0805275
2013-11-29,AfD,0.0475,0.010435,0.057935,0.037065
2013-12-01,CDU/CSU,0.4175,0.02418,0.44168,0.39332
2013-12-01,SPD,0.25,0.0212425,0.2712425,0.2287575
2013-12-01,Grüne,0.09,0.01404,0.10404,0.07596
2013-12-01,FDP,0.0325,0.0086175,0.0411175,0.0238825
2013-12-01,Linke,0.095,0.014355,0.109355,0.080645
2013-12-01,AfD,0.0475,0.010345,0.057845,0.037155
2013-12-04,CDU/CSU,0.4175,0.0241725,0.4416725,0.3933275
2013-12-04,SPD,0.25,0.021235,0.271235,0.228765
2013-12-04,Grüne,0.0925,0.01417,0.10667,0.07833
2013-12-04,FDP,0.0325,0.008615,0.041115,0.023885
2013-12-04,Linke,0.095,0.01435,0.10935,0.08065
2013-12-04,AfD,0.0475,0.0103425,0.0578425,0.0371575
2013-12-05,CDU/CSU,0.42,0.0227625,0.4427625,0.3972375
2013-12-05,SPD,0.25,0.0199825,0.2699825,0.2300175
2013-12-05,Grüne,0.0925,0.0133025,0.1058025,0.0791975
2013-12-05,FDP,0.0325,0.0081225,0.0406225,0.0243775
2013-12-05,Linke,0.095,0.0135225,0.1085225,0.0814775
2013-12-05,AfD,0.0475,0.009775,0.057275,0.037725
2013-12-08,CDU/CSU,0.4225,0.022885,0.445385,0.399615
2013-12-08,SPD,0.25,0.020075,0.270075,0.229925
2013-12-08,Grüne,0.0925,0.0133625,0.1058625,0.0791375
2013-12-08,FDP,0.03,0.007905,0.037905,0.022095
2013-12-08,Linke,0.095,0.0135825,0.1085825,0.0814175
2013-12-08,AfD,0.0475,0.00982,0.05732,0.03768
2013-12-11,CDU/CSU,0.425,0.0229025,0.4479025,0.4020975
2013-12-11,SPD,0.2525,0.02014,0.27264,0.23236
2013-12-11,Grüne,0.09,0.01323,0.10323,0.07677
2013-12-11,FDP,0.03,0.007905,0.037905,0.022095
2013-12-11,Linke,0.095,0.013585,0.108585,0.081415
2013-12-11,AfD,0.0475,0.0098225,0.0573225,0.0376775
2013-12-13,CDU/CSU,0.425,0.0229425,0.4479425,0.4020575
2013-12-13,SPD,0.25,0.0201,0.2701,0.2299
2013-12-13,Grüne,0.0925,0.0134575,0.1059575,0.0790425
2013-12-13,FDP,0.0325,0.00827,0.04077,0.02423
2013-12-13,Linke,0.095,0.01361,0.10861,0.08139
2013-12-13,AfD,0.045,0.009535,0.054535,0.035465
2013-12-15,CDU/CSU,0.425,0.0234375,0.4484375,0.4015625
2013-12-15,SPD,0.2475,0.0204775,0.2679775,0.2270225
2013-12-15,Grüne,0.0925,0.0137425,0.1062425,0.0787575
2013-12-15,FDP,0.035,0.008725,0.043725,0.026275
2013-12-15,Linke,0.095,0.013895,0.108895,0.081105
2013-12-15,AfD,0.045,0.009755,0.054755,0.035245
2013-12-17,CDU/CSU,0.4225,0.0234225,0.4459225,0.3990775
2013-12-17,SPD,0.2475,0.020475,0.267975,0.227025
2013-12-17,Grüne,0.0925,0.0137425,0.1062425,0.0787575
2013-12-17,FDP,0.0375,0.0089725,0.0464725,0.0285275
2013-12-17,Linke,0.095,0.013895,0.108895,0.081105
2013-12-17,AfD,0.045,0.0097525,0.0547525,0.0352475
2013-12-20,CDU/CSU,0.42,0.024855,0.444855,0.395145
2013-12-20,SPD,0.2525,0.0219175,0.2744175,0.2305825
2013-12-20,Grüne,0.09,0.01441,0.10441,0.07559
2013-12-20,FDP,0.04,0.0098675,0.0498675,0.0301325
2013-12-20,Linke,0.0925,0.014505,0.107005,0.077995
2013-12-20,AfD,0.045,0.01033,0.05533,0.03467
2013-12-22,CDU/CSU,0.4175,0.0242825,0.4417825,0.3932175
2013-12-22,SPD,0.2525,0.02143,0.27393,0.23107
2013-12-22,Grüne,0.09,0.01409,0.10409,0.07591
2013-12-22,FDP,0.04,0.0096475,0.0496475,0.0303525
2013-12-22,Linke,0.0925,0.014185,0.106685,0.078315
2013-12-22,AfD,0.045,0.010085,0.055085,0.034915
2014-01-01,CDU/CSU,0.4175,0.02428,0.44178,0.39322
2014-01-01,SPD,0.2525,0.0214275,0.2739275,0.2310725
2014-01-01,Grüne,0.0925,0.0142225,0.1067225,0.0782775
2014-01-01,FDP,0.0425,0.0098625,0.0523625,0.0326375
2014-01-01,Linke,0.0925,0.0141825,0.1066825,0.0783175
2014-01-01,AfD,0.0425,0.00987,0.05237,0.03263
2014-01-08,CDU/CSU,0.415,0.02706,0.44206,0.38794
2014-01-08,SPD,0.25,0.02376,0.27376,0.22624
2014-01-08,Grüne,0.0925,0.01593,0.10843,0.07657
2014-01-08,FDP,0.0425,0.0111025,0.0536025,0.0313975
2014-01-08,Linke,0.0925,0.01589,0.10839,0.07661
2014-01-08,AfD,0.045,0.011325,0.056325,0.033675
2014-01-09,CDU/CSU,0.4125,0.025515,0.438015,0.386985
2014-01-09,SPD,0.25,0.02239,0.27239,0.22761
2014-01-09,Grüne,0.0925,0.0150475,0.1075475,0.0774525
2014-01-09,FDP,0.0425,0.0104975,0.0529975,0.0320025
2014-01-09,Linke,0.0925,0.015055,0.107555,0.077445
2014-01-09,AfD,0.045,0.01072,0.05572,0.03428
2014-01-12,CDU/CSU,0.415,0.027,0.442,0.388
2014-01-12,SPD,0.25,0.0236775,0.2736775,0.2263225
2014-01-12,Grüne,0.0925,0.0158975,0.1083975,0.0766025
2014-01-12,FDP,0.0425,0.01108,0.05358,0.03142
2014-01-12,Linke,0.0925,0.015905,0.108405,0.076595
2014-01-12,AfD,0.045,0.0113675,0.0563675,0.0336325
2014-01-15,CDU/CSU,0.4125,0.0241875,0.4366875,0.3883125
2014-01-15,SPD,0.25,0.02129,0.27129,0.22871
2014-01-15,Grüne,0.0925,0.0141925,0.1066925,0.0783075
2014-01-15,FDP,0.0425,0.0098425,0.0523425,0.0326575
2014-01-15,Linke,0.0925,0.0142,0.1067,0.0783
2014-01-15,AfD,0.045,0.01013,0.05513,0.03487
2014-01-17,CDU/CSU,0.415,0.0242575,0.4392575,0.3907425
2014-01-17,SPD,0.2475,0.02125,0.26875,0.22625
2014-01-17,Grüne,0.0925,0.0142225,0.1067225,0.0782775
2014-01-17,FDP,0.0425,0.0098625,0.0523625,0.0326375
2014-01-17,Linke,0.0925,0.01423,0.10673,0.07827
2014-01-17,AfD,0.045,0.01015,0.05515,0.03485
2014-01-19,CDU/CSU,0.4125,0.0228175,0.4353175,0.3896825
2014-01-19,SPD,0.25,0.02006,0.27006,0.22994
2014-01-19,Grüne,0.09,0.0132475,0.1032475,0.0767525
2014-01-19,FDP,0.0425,0.0092975,0.0517975,0.0332025
2014-01-19,Linke,0.095,0.0135475,0.1085475,0.0814525
2014-01-19,AfD,0.045,0.0095225,0.0545225,0.0354775
2014-01-22,CDU/CSU,0.415,0.0228375,0.4378375,0.3921625
2014-01-22,SPD,0.25,0.02006,0.27006,0.22994
2014-01-22,Grüne,0.09,0.01325,0.10325,0.07675
2014-01-22,FDP,0.0425,0.0092975,0.0517975,0.0332025
2014-01-22,Linke,0.095,0.01355,0.10855,0.08145
2014-01-22,AfD,0.0425,0.0093075,0.0518075,0.0331925
2014-01-26,CDU/CSU,0.415,0.022395,0.437395,0.392605
2014-01-26,SPD,0.25,0.019665,0.269665,0.230335
2014-01-26,Grüne,0.0925,0.0131425,0.1056425,0.0793575
2014-01-26,FDP,0.045,0.009325,0.054325,0.035675
2014-01-26,Linke,0.0925,0.01315,0.10565,0.07935
2014-01-26,AfD,0.04,0.008905,0.048905,0.031095
2014-01-29,CDU/CSU,0.4175,0.0224125,0.4399125,0.3950875
2014-01-29,SPD,0.25,0.019665,0.269665,0.230335
2014-01-29,Grüne,0.095,0.0132675,0.1082675,0.0817325
2014-01-29,FDP,0.0425,0.00911,0.05161,0.03339
2014-01-29,Linke,0.09,0.0130125,0.1030125,0.0769875
2014-01-29,AfD,0.04,0.008905,0.048905,0.031095
2014-01-31,CDU/CSU,0.42,0.0239875,0.4439875,0.3960125
2014-01-31,CDU/CSU,0.42,0.0239875,0.4439875,0.3960125
2014-01-31,CDU/CSU,0.42,0.0239875,0.4439875,0.3960125
2014-01-31,CDU/CSU,0.42,0.0239875,0.4439875,0.3960125
2014-01-31,SPD,0.2525,0.0211425,0.2736425,0.2313575
2014-01-31,SPD,0.2525,0.0211425,0.2736425,0.2313575
2014-01-31,SPD,0.2525,0.0211425,0.2736425,0.2313575
2014-01-31,SPD,0.2525,0.0211425,0.2736425,0.2313575
2014-01-31,Grüne,0.0975,0.01436,0.11186,0.08314
2014-01-31,Grüne,0.0975,0.01436,0.11186,0.08314
2014-01-31,Grüne,0.0975,0.01436,0.11186,0.08314
2014-01-31,Grüne,0.0975,0.01436,0.11186,0.08314
2014-01-31,FDP,0.0425,0.009725,0.052225,0.032775
2014-01-31,FDP,0.0425,0.009725,0.052225,0.032775
2014-01-31,FDP,0.0425,0.009725,0.052225,0.032775
2014-01-31,FDP,0.0425,0.009725,0.052225,0.032775
2014-01-31,Linke,0.0875,0.013675,0.101175,0.073825
2014-01-31,Linke,0.0875,0.013675,0.101175,0.073825
2014-01-31,Linke,0.0875,0.013675,0.101175,0.073825
2014-01-31,Linke,0.0875,0.013675,0.101175,0.073825
2014-01-31,AfD,0.04,0.00952,0.04952,0.03048
2014-01-31,AfD,0.04,0.00952,0.04952,0.03048
2014-01-31,AfD,0.04,0.00952,0.04952,0.03048
2014-01-31,AfD,0.04,0.00952,0.04952,0.03048
2014-02-02,CDU/CSU,0.4225,0.0244575,0.4469575,0.3980425
2014-02-02,SPD,0.25,0.02149,0.27149,0.22851
2014-02-02,Grüne,0.0975,0.014625,0.112125,0.082875
2014-02-02,FDP,0.04,0.0097025,0.0497025,0.0302975
2014-02-02,Linke,0.09,0.01408,0.10408,0.07592
2014-02-02,AfD,0.04,0.0097025,0.0497025,0.0302975
2014-02-05,CDU/CSU,0.4225,0.0244575,0.4469575,0.3980425
2014-02-05,SPD,0.2525,0.0215525,0.2740525,0.2309475
2014-02-05,Grüne,0.095,0.0145,0.1095,0.0805
2014-02-05,FDP,0.04,0.0097025,0.0497025,0.0302975
2014-02-05,Linke,0.09,0.0140825,0.1040825,0.0759175
2014-02-05,AfD,0.04,0.0097025,0.0497025,0.0302975
2014-02-06,CDU/CSU,0.42,0.0230125,0.4430125,0.3969875
2014-02-06,SPD,0.2525,0.02027,0.27277,0.23223
2014-02-06,Grüne,0.095,0.013675,0.108675,0.081325
2014-02-06,FDP,0.04,0.0091375,0.0491375,0.0308625
2014-02-06,Linke,0.0925,0.013485,0.105985,0.079015
2014-02-06,AfD,0.0425,0.0094125,0.0519125,0.0330875
2014-02-09,CDU/CSU,0.42,0.0230075,0.4430075,0.3969925
2014-02-09,SPD,0.2525,0.0202625,0.2727625,0.2322375
2014-02-09,Grüne,0.0975,0.0138125,0.1113125,0.0836875
2014-02-09,FDP,0.04,0.009135,0.049135,0.030865
2014-02-09,Linke,0.09,0.01334,0.10334,0.07666
2014-02-09,AfD,0.0425,0.00941,0.05191,0.03309
2014-02-12,CDU/CSU,0.4175,0.02299,0.44049,0.39451
2014-02-12,SPD,0.2525,0.02026,0.27276,0.23224
2014-02-12,Grüne,0.0975,0.0138125,0.1113125,0.0836875
2014-02-12,FDP,0.04,0.009135,0.049135,0.030865
2014-02-12,Linke,0.0925,0.013475,0.105975,0.079025
2014-02-12,AfD,0.0425,0.00941,0.05191,0.03309
2014-02-16,CDU/CSU,0.415,0.02288,0.43788,0.39212
2014-02-16,SPD,0.25,0.02012,0.27012,0.22988
2014-02-16,Grüne,0.1,0.013885,0.113885,0.086115
2014-02-16,FDP,0.04,0.0090975,0.0490975,0.0309025
2014-02-16,Linke,0.095,0.01356,0.10856,0.08144
2014-02-16,AfD,0.045,0.0095925,0.0545925,0.0354075
2014-02-19,CDU/CSU,0.4125,0.0228625,0.4353625,0.3896375
2014-02-19,SPD,0.25,0.02012,0.27012,0.22988
2014-02-19,Grüne,0.1,0.013885,0.113885,0.086115
2014-02-19,FDP,0.04,0.0090975,0.0490975,0.0309025
2014-02-19,Linke,0.095,0.01356,0.10856,0.08144
2014-02-19,AfD,0.0475,0.0098075,0.0573075,0.0376925
2014-02-21,CDU/CSU,0.4125,0.02283,0.43533,0.38967
2014-02-21,SPD,0.2475,0.02001,0.26751,0.22749
2014-02-21,Grüne,0.1,0.013865,0.113865,0.086135
2014-02-21,FDP,0.04,0.009085,0.049085,0.030915
2014-02-21,Linke,0.0975,0.013735,0.111235,0.083765
2014-02-21,AfD,0.0475,0.009795,0.057295,0.037705
2014-02-23,CDU/CSU,0.4125,0.022795,0.435295,0.389705
2014-02-23,SPD,0.2475,0.01998,0.26748,0.22752
2014-02-23,Grüne,0.0975,0.013715,0.111215,0.083785
2014-02-23,FDP,0.04,0.0090725,0.0490725,0.0309275
2014-02-23,Linke,0.0975,0.013715,0.111215,0.083785
2014-02-23,AfD,0.0475,0.00978,0.05728,0.03772
2014-02-26,CDU/CSU,0.415,0.0228125,0.4378125,0.3921875
2014-02-26,SPD,0.2425,0.019855,0.262355,0.222645
2014-02-26,Grüne,0.0975,0.013715,0.111215,0.083785
2014-02-26,FDP,0.0425,0.0092875,0.0517875,0.0332125
2014-02-26,Linke,0.0975,0.013715,0.111215,0.083785
2014-02-26,AfD,0.0475,0.00978,0.05728,0.03772
2014-02-28,CDU/CSU,0.4125,0.0241575,0.4366575,0.3883425
2014-02-28,SPD,0.24,0.021015,0.261015,0.218985
2014-02-28,Grüne,0.1,0.0147275,0.1147275,0.0852725
2014-02-28,FDP,0.0425,0.009835,0.052335,0.032665
2014-02-28,Linke,0.0975,0.014515,0.112015,0.082985
2014-02-28,AfD,0.0475,0.01039,0.05789,0.03711
2014-03-02,CDU/CSU,0.41,0.0238275,0.4338275,0.3861725
2014-03-02,SPD,0.24,0.0207425,0.2607425,0.2192575
2014-03-02,Grüne,0.1,0.0145375,0.1145375,0.0854625
2014-03-02,FDP,0.0425,0.00971,0.05221,0.03279
2014-03-02,Linke,0.0975,0.014325,0.111825,0.083175
2014-03-02,AfD,0.0475,0.0102525,0.0577525,0.0372475
2014-03-05,CDU/CSU,0.4075,0.02381,0.43131,0.38369
2014-03-05,SPD,0.24,0.020745,0.260745,0.219255
2014-03-05,Grüne,0.1,0.0145375,0.1145375,0.0854625
2014-03-05,FDP,0.04,0.009495,0.049495,0.030505
2014-03-05,Linke,0.1,0.0144525,0.1144525,0.0855475
2014-03-05,AfD,0.05,0.010445,0.060445,0.039555
2014-03-06,CDU/CSU,0.4125,0.0225275,0.4350275,0.3899725
2014-03-06,SPD,0.235,0.0194125,0.2544125,0.2155875
2014-03-06,Grüne,0.1025,0.0138875,0.1163875,0.0886125
2014-03-06,FDP,0.04,0.008965,0.048965,0.031035
2014-03-06,Linke,0.1,0.0136775,0.1136775,0.0863225
2014-03-06,AfD,0.0475,0.0095775,0.0570775,0.0379225
2014-03-09,CDU/CSU,0.4175,0.0229975,0.4404975,0.3945025
2014-03-09,SPD,0.2325,0.0197275,0.2522275,0.2127725
2014-03-09,Grüne,0.1025,0.0141525,0.1166525,0.0883475
2014-03-09,FDP,0.0375,0.00888,0.04638,0.02862
2014-03-09,Linke,0.1,0.0139425,0.1139425,0.0860575
2014-03-09,AfD,0.0475,0.00977,0.05727,0.03773
2014-03-12,CDU/CSU,0.4225,0.0230325,0.4455325,0.3994675
2014-03-12,SPD,0.235,0.01979,0.25479,0.21521
2014-03-12,Grüne,0.1,0.014015,0.114015,0.085985
2014-03-12,FDP,0.0375,0.00888,0.04638,0.02862
2014-03-12,Linke,0.0975,0.0138125,0.1113125,0.0836875
2014-03-12,AfD,0.045,0.0095775,0.0545775,0.0354225
2014-03-14,CDU/CSU,0.4175,0.02281,0.44031,0.39469
2014-03-14,SPD,0.2375,0.0197175,0.2572175,0.2177825
2014-03-14,Grüne,0.1,0.0139075,0.1139075,0.0860925
2014-03-14,FDP,0.0375,0.00881,0.04631,0.02869
2014-03-14,Linke,0.0975,0.013705,0.111205,0.083795
2014-03-14,AfD,0.045,0.0095075,0.0545075,0.0354925
2014-03-16,CDU/CSU,0.415,0.0223425,0.4373425,0.3926575
2014-03-16,SPD,0.24,0.0193925,0.2593925,0.2206075
2014-03-16,Grüne,0.1025,0.0137525,0.1162525,0.0887475
2014-03-16,FDP,0.04,0.0088875,0.0488875,0.0311125
2014-03-16,Linke,0.0975,0.01343,0.11093,0.08407
2014-03-16,AfD,0.045,0.0093075,0.0543075,0.0356925
2014-03-19,CDU/CSU,0.415,0.022345,0.437345,0.392655
2014-03-19,SPD,0.24,0.019395,0.259395,0.220605
2014-03-19,Grüne,0.1025,0.013755,0.116255,0.088745
2014-03-19,FDP,0.04,0.0088875,0.0488875,0.0311125
2014-03-19,Linke,0.0975,0.0134325,0.1109325,0.0840675
2014-03-19,AfD,0.045,0.0093075,0.0543075,0.0356925
2014-03-23,CDU/CSU,0.415,0.02236,0.43736,0.39264
2014-03-23,SPD,0.2425,0.0194625,0.2619625,0.2230375
2014-03-23,Grüne,0.1,0.013645,0.113645,0.086355
2014-03-23,FDP,0.0375,0.0086575,0.0461575,0.0288425
2014-03-23,Linke,0.0975,0.0134425,0.1109425,0.0840575
2014-03-23,AfD,0.045,0.009315,0.054315,0.035685
